Price
29
29
28.45
28
30
30
31
31.04
35
35
35.8
35.8
35.8
35.8
36
36
36
36
36
36
36
35
35
35
35
35
35
35
35
35
35
35
35
35
35
35
35
35
35
36
37.25
38.5
39.5
40.1
40.1
40.1
40.7
40.7
40.7
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
43.85
43.85
43.85
43.85
43.85
43.85
43.85
43.85
43.85
43.85
43.85
43.85
43.85
43.9
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
44
42
42
43.9
