Price
160.5
171.58
170.97
168.72
169.45
163.89
152.32
143.66
144.46
143.17
147.63
132.61
137.74
134.55
130.95
139.9
134.13
131.29
133.85
132.63
127.01
134.02
127.57
122.13
123.77
134.22
135.5
127.02
119.48
118.95
118.47
118.05
119.01
119.38
117.48
112.34
118.85
117.47
110.02
112.12
115.29
113.66
111.85
113.9
117.14
110.3
114.86
107
107.28
98.95
93.07
90.61
88.48
85.92
86.96
83.9
86.69
86.77
83.06
83.35
85.52
84.8
76.71
79.21
82.85
79.88
83.05
83.33
84.84
84.23
88.22
89.23
90.31
91.63
88.55
86.02
84.05
86.6
91.65
92.31
91.89
95.33
96.82
98.8
103.25
102.52
105
103.85
110
113.75
113.07
115.39
118.7
108.64
106.8
111.78
112.05
111.79
112.93
113.45
113.33
108.12
108.81
107.57
105.72
103.89
104.65
100.49
97.97
95.3
94.9
95.3
96.27
94.12
95.37
99.02
97.68
94
94.98
94.51
98.6
95.86
95.67
94
95.09
95.31
96.14
96.89
93.46
92.64
94.62
93.42
92.57
93.84
104.13
104.44
109.59
108.84
107.66
109.51
110.06
111.29
114.19
112.23
112.42
111.06
116.18
115.37
113.88
113.79
112.1
112.29
110.88
107.72
113.8
110.32
114.23
107.14
103.96
104.55
98.44
99.51
99.31
94.62
91.99
88
84.71
84.56
84.12
84.35
83.67
82.53
82.98
85.3
83.12
86.81
88.09
90.74
95.31
89.91
92.99
90.55
90.66
89.43
87.86
91.07
86.48
87.36
88.16
90.97
91.61
101.12
99.36
98.31
72.39
71.69
63.48
63.96
68.6
85.49
85.08
84.27
93.73
96.06
88.78
84.92
79.73
79.75
81.4
79.6
78.52
79.19
82.44
80.64
83.13
81.97
81.24
81.86
82.15
79.28
78.24
74.94
73.02
69.94
70.64
68.92
66.66
67.47
65.99
65.07
60.61
59.44
58.85
55.04
53.98
53.88
53.89
55.75
54.99
51.7
52.21
51.34
50.58
51.1
50.13
49.7
46.61
45.75
46.24
47.71
45.8
47.76
47.53
48.76
49.61
47.94
49
47.77
46.07
48.33
44.92
44.26
41.85
41.73
43.24
44.37
44.15
42.17
42.99
43.77
42.55
45.43
43.67
45
47.25
49.88
50.07
50.08
49.93
47.89
47.29
46.95
47.52
50.43
49.83
50.37
49.96
47.57
49.11
49.68
50.98
50.86
50.08
49.69
52
51.01
49.78
51.43
52.88
51.92
51.98
50.32
51.21
51.67
51.46
50.53
49.38
49.32
46.49
47.38
41.99
39.13
37.21
35.96
36.5
34.93
34.99
34.27
34.14
33.99
33.1
31.95
31.21
31.8
31.09
30.44
29.73
30.1
29.78
30.25
30.08
30.51
32.01
31.16
29.37
30.3
30.33
31.4
30.77
31.06
30.17
30.48
31.04
31.27
31.72
31.1
30.19
31.92
31.59
30.81
31.17
30.61
31.9
30.49
30.84
31.59
31.8
31.86
29.79
28.84
29.99
30.6
31.61
30.03
29.52
29.63
29.33
28.94
31.06
31.5
31.01
31.05
29.99
31.48
32.96
34.31
32.09
30.32
29.64
29.31
29.07
27.56
29.25
28.18
29.07
29.78
29.09
27.84
26.32
25.84
25.96
26.14
25.94
25.8
25.65
26.42
26.27
25.2
24.68
25.03
23.3
23.12
22.4
22.29
22.36
19.98
20.02
20.08
20.19
20.49
19.46
20.38
20.61
20.5
20.1
21.62
21.02
21.14
