"x"
10585.56
10683.86
10677.51
10655.91
10581.76
10890.3
10844.58
10983.03
11057.62
11047.97
11003.77
10987.39
11018.09
11019.08
10995.13
11024.84
11015.01
11023.34
11040.78
10943.35
11009.27
10980.96
11068.44
10997.35
10885.11
10858.26
10898.67
10989.72
11063.98
10991.61
10953.13
11017.28
10997.65
11077.25
10838.66
10680.27
10629.29
10556.89
10512.16
10429.34
10456.33
10515.25
10559.71
10511.94
10602.98
10987.43
11101.63
11157.62
11171.36
11185.15
11322.71
11333.91
11291.81
11397.65
11360.37
11326.98
11146.18
11007.69
11071.46
11051.3
10989.27
10987.19
10969.94
10902.22
10911.44
10979.44
10963.01
10910.37
10969.32
11050.89
11088.2
11028.06
11034.38
11091.67
11070.84
10929.89
10951.29
11136.03
11073.02
11180.81
11214.22
11233.94
11365.99
11434.81
11462.45
11453.78
11461.62
11433.76
11391.08
11160.05
11077.11
11142.77
11120.26
10944.18
10922.33
10919.47
10938.23
10962.52
10817.29
10704.33
10620.1
10599.46
10568.84
10575.47
10524.45
10459.92
10558.35
10380.45
10281.16
10441.2
10617.42
10873.53
11007.85
11071.96
10957.02
11127.85
11050.2
11087.64
10959.35
10764.59
10750.1
10848.65
10890.48
11039.54
10764.82
10742.36
10823.91
10857.87
10905.75
10935.32
10668.42
10731.17
10831.92
10933.58
11063.04
11146.53
11108.62
10621.14
10424.1
10338.71
10227.38
10220.14
10109.91
10205.4
10357.24
10278.93
10357.44
10287.21
10396.28
10588.36
10296.33
10257.75
10176.73
10293.95
10188.31
10081.96
10199.85
10554.04
10545.26
10415.12
10376
10377.24
10120.46
9801.33
9874.94
10154.64
10342.13
10458.16
10353.72
10237.47
10321.97
10095.57
9840.62
9446.99
9272.88
9455.38
9424.89
9593.94
9521.43
9760.18
9912.98
9865.67
9770.48
10047.44
9750.66
9205.58
8756.7
9201.65
9428.94
10148.34
11194.12
11199.96
10983.48
11849.39
12347.65
12182.46
12419.52
12289.87
12222.59
13008.94
13200.66
13328.26
13441.86
13688.05
13720.65
13694.99
13636.93
13800.25
13737.4
13859.45
13845.16
14009.32
13979.36
14108.24
14105.86
13987.16
13915.05
13878.33
13888.89
13918.84
13762.84
13620.58
13639.69
13721.45
13728.09
13752.11
13639.72
13773.73
13918.18
13824.16
13769.64
13756.64
13698.64
13802.57
13729.81
13542.48
13212.66
13283.66
13899.54
13961.56
13937.26
13812.98
13884.95
13747.68
13805.43
13902.43
13892.65
13837.19
13793.99
13627.19
13404.42
13433.54
13358.47
13427.22
13509.02
13442.52
13493.69
13622.13
13635.52
13469.6
13537.8
13780.63
13849.46
13759.7
13781.96
13974.14
14050.16
14094.58
14224.38
14313.46
14378.59
14556.32
14545.54
14607.69
14669.98
14769.95
14795.87
14709.79
14789.61
14625.78
14622.75
14558.02
14477.79
14465.47
14301.09
14237.39
14206.67
14126.51
14201.32
14178.51
14239.45
14205.86
14209.23
14060.82
14180.76
14220.47
14302.27
14182.7
14348.57
14431.72
14217.81
14381.15
14496.84
14257.75
14315.79
13857.12
13594.61
13170.2
13753.19
13958.11
14742.07
14745.1
14752.45
14970.24
15023.23
15110.37
15014.82
14956.36
14887.78
14931.11
14933.18
14841.38
14999.58
15110.23
14931.66
14835.36
14595.51
14283.5
14291.03
14340.51
14333.16
14357.18
14428.08
14304.37
14399.7
14295.13
14540.56
14180.44
13880.57
13655.91
13598.66
13616.26
13525.93
13392.47
13364.63
13421.91
13460
13510.06
13617.89
13684.57
13576.26
13670.27
13641.94
13721.82
13627.89
