Cierre					
29.43					
29.84					
29.85					
29.85					
29.97					
30.19					
30.42					
31.09					
31.18					
31.16					
31.24					
31.21					
31.15					
31.21					
31.2					
31.23					
31.24					
31.38					
31.48					
31.02					
31.24					
31.25					
31.56					
31.17					
30.96					
31.08					
31.23					
31.59					
31.72					
31.82					
31.92					
32.31					
32.37					
32.34					
31.75					
31.64					
31.53					
31.22					
31.15					
30.64					
30.42					
30.44					
30.27					
30.14					
30.82					
33.2					
33.3					
33.24					
33.43					
33.76					
33.71					
33.7					
33.88					
33.89					
34.08					
33.42					
33.11					
33.17					
33.23					
33.18					
33.19					
33.3					
33.35					
33.39					
33.42					
33.47					
33.29					
33.16					
33.58					
33.95					
33.75					
33.57					
33.87					
33.72					
33.4					
33.24					
33.37					
33.05					
33.23					
33.24					
33.33					
33.69					
34.07					
34.23					
34.19					
34.19					
33.88					
33.79					
33.09					
32.9					
33.07					
32.64					
32.15					
31.82					
31.76					
32.17					
32.48					
31.93					
31.36					
31.08					
31.4					
31.47					
31.61					
31.2					
31.43					
32.01					
31.17					
30.61					
31.38					
32.15					
32.76					
32.92					
33.24					
33.06					
33.44					
33.11					
33.27					
32.8					
32.18					
32.41					
32.88					
33.24					
33.88					
33.23					
33.27					
33.69					
33.88					
34.11					
34.24					
33.1					
33.59					
33.65					
33.81					
34.41					
34.74					
34.74					
32.89					
31.89					
31.5					
31.23					
31.36					
31.16					
32.03					
32.38					
32.09					
32.18					
31.96					
32.11					
32.65					
31.8					
32					
31.5					
31.18					
30.93					
30.65					
30.93					
31.88					
31.71					
30.73					
30.87					
31.11					
30.42					
29.3					
29.65					
30.81					
32.01					
32.48					
32.48					
32.31					
32.66					
31.1					
29.91					
28.42					
27.95					
28.57					
28.78					
29.3					
29.48					
30.44					
31.18					
31.21					
31.29					
32.4					
32.28					
30.43					
28.34					
29.64					
29.36					
31.47					
34.94					
35					
33.94					
36.62					
38.4					
37.91					
39.08					
39					
38.98					
41.16					
41.58					
41.88					
42.47					
42.86					
42.88					
42.86					
42.54					
42.87					
42.61					
42.6					
42.45					
43.01					
42.99					
43.25					
43.33					
43.08					
42.96					
42.76					
42.43					
42.42					
42.3					
42.24					
42.33					
42.39					
42.44					
42.79					
42.34					
42.72					
43.14					
42.14					
41.88					
41.66					
41.37					
41.89					
41.72					
41.38					
40.36					
40.31					
41.43					
41.39					
41.3					
40.88					
41.35					
40.64					
41.01					
41.28					
40.93					
40.69					
40.08					
39.43					
38.86					
39.07					
38.8					
38.87					
38.85					
38.59					
38.65					
39.12					
39.13					
38.93					
39.19					
39.29					
39.28					
38.75					
38.67					
39.09					
39.34					
39.6					
40.46					
40.87					
41					
41.41					
41.08					
41.34					
41.61					
41.78					
41.96					
41.87					
41.92					
40.81					
40.35					
40.38					
40.13					
40.27					
39.7					
39.47					
39.51					
39.6					
39.73					
39.52					
39.76					
39.33					
39.65					
39.33					
39.49					
39.49					
39.83					
39.39					
39.8					
39.89					
39.35					
39.82					
39.73					
38.67					
39.27					
38.3					
37.06					
35.82					
37.79					
38.74					
40.08					
40.62					
40.42					
40.75					
40.83					
40.97					
40.52					
40.36					
40.56					
40.6					
40.57					
40.04					
40.65					
41.01					
40.39					
39.97					
38.97					
37.7					
37.85					
37.95					
37.53					
37.61					
37.83					
37.78					
37.88					
37.62					
38.28					
37.36					
36.93					
36.68					
36.69					
36.88					
36.41					
36.07					
35.51					
35.43					
35.33					
35.84					
36.04					
36.14					
35.78					
35.96					
35.93					
36.16					
35.69					
36.09					
36.35					
36.95					
36.9					
36.63					
36.79					
36.51					
36.58					
36.6					
36.79					
36.91					
36.78					
36.72					
37.18					
37.06					
37.31					
37.48					
37.29					
37.08					
36.89					
36.88					
36.78					
36.08					
35.71					
35.81					
35.7					
35.74					
35.72					
35.53					
35.43					
35.28					
34.82					
34.74					
35.15					
34.65					
35					
35.19					
35.67					
36.02					
35.62					
36.59					
36.62					
37.31					
37.64					
36.46					
36.71					
37.8					
38.07					
37.17					
36.66					
36.64					
36.49					
36.35					
36.57					
36.89					
36.94					
37					
37.05					
36.8					
36.71					
36.56					
36.48					
36.91					
36.88					
36.54					
35.35					
34.08					
33.98					
33.56					
33.85					
33.98					
34.11					
34.03					
34.28					
33.68					
34.28					
34.86					
34.66					
35.29					
35.44					
35.4					
35.34					
35.11					
34.28					
34.57					
35.26					
35.42					
34.99					
34.89					
35.31					
35.74					
36.28					
36.96					
37.21					
37.07					
37.37					
37.27					
36.84					
36.26					
36.06					
35.63					
35.3					
35.46					
35.62					
35.38					
34.34					
33.45					
33.11					
33.18					
33.38					
33.62					
33.68					
32.9					
32.14					
32.47					
31.8					
31.74					
31.31					
30.56					
30.05					
30.36					
29.55					
29.71					
30.14					
30.51					
30.43					
30.27					
29.55					
29.28					
29.23					
28.97					
28.75					
29.21					
29.74					
30.34					
29.71					
29.63					
29.78					
28.91					
29.23					
29.22					
28.55					
28.04					
27.16					
27.69					
28.46					
28.12					
28.91					
29.3					
29.76					
29.59					
29.43					
29.13					
29.64					
31.69					
32.16					
32.94					
33.11					
32.46					
32.11					
31.99					
32.31					
32.08					
32.69					
32.13					
32.09					
32.1					
31.75					
31.91					
32.02					
31.58					
31.46					
31.4					
31.91					
32.29					
33					
32.73					
32.1					
32.5					
33.08					
32.86					
32.44					
31.93					
31.7					
32.24					
31.99					
31.92					
32.49					
32.64					
32.88					
33.17					
33.14					
33.19					
32.96					
32.36					
32.03					
32.38					
32.3					
32.11					
32.86					
32.85					
33.05					
33.74					
33.98					
34.3					
34.16					
34.26					
34.16					
34.5					
34.51					
34.65					
34.97					
34.33					
33.86					
32.6					
32.94					
33.49					
33.67					
33.88					
33.82					
33.96					
33.96					
34.12					
34.08					
33.71					
33.67					
33.84					
34.26					
33.51					
33.49					
32.79					
32.55					
32.31					
32.46					
32.89					
31.98					
32.06					
32.43					
32.2					
33.23					
33.45					
33.31					
33.73					
33.68					
33.76					
33.6					
33.82					
34.25					
34.3					
34.09					
34.01					
33.9					
34.2					
34.47					
34.3					
34.19					
33.63					
33.69					
34.66					
34.25					
33.84					
33.54					
34.11					
34.14					
33.74					
33.34					
34.22					
34.47					
33.6					
34.62					
34.91					
34.08					
33.76					
33.98					
33.68					
33.66					
33.78					
33.98					
34.73					
35.19					
34.78					
35.08					
35.19					
35.01					
36.01					
36.54					
35.8					
36.19					
37.12					
37.75					
37.43					
37.41					
37.88					
36.85					
36.13					
35.77					
35.64					
35.25					
35.04					
34.67					
34.68					
34.65					
35.48					
35.74					
35.03					
34.88					
34.91					
35.05					
35.26					
35.5					
35.38					
35.14					
35.01					
34.78					
34.84					
34.93					
35.52					
35.79					
36.21					
35.44					
34.77					
35.03					
34.65					
33.5					
33.97					
33.43					
32.28					
31.27					
30.81					
30.71					
30.79					
31.14					
31.24					
31.6					
31.54					
31.17					
30.48					
30.29					
29.94					
29.89					
29.62					
29.44					
30.13					
30.31					
30.39					
30.69					
30.16					
30.76					
30.82					
31.48					
31.24					
32.09					
32.3					
31.94					
31.3					
31.01					
31.14					
31.54					
31.56					
31.1					
31.03					
31.18					
31.5					
31.88					
31.95					
32.09					
31.14					
30.17					
30.05					
30.7					
30.85					
30.9					
30.39					
30.42					
29.92					
30.01					
29.52					
29.37					
28.91					
29.12					
29.4					
29.59					
29.5					
29.32					
28.93					
29.21					
29					
29.15					
29.68					
30.06					
30.47					
30.05					
29.68					
28.88					
29.3					
29.36					
29.23					
29.23					
29.33					
29.19					
29.3					
29.78					
30.27					
30.39					
30.84					
31.07					
30.47					
30.77					
30.72					
30.97					
31.16					
31.39					
31.44					
30.81					
30.36					
30.45					
30.79					
30.99					
30.95					
30.73					
30.4					
30.06					
30.13					
30.52					
31.1					
31.05					
30.76					
30.77					
31.4					
31.72					
31.69					
32.38					
32.74					
32.58					
32.55					
32.4					
32.52					
32.56					
32.58					
32.8					
32.61					
32.52					
32.69					
32.75					
32.36					
32.71					
32.86					
32.77					
33.04					
32.88					
33.48					
33.6					
33.03					
32.58					
32.27					
32.44					
32.44					
32.59					
32.48					
32.16					
32.34					
32.47					
32.47					
32.52					
32.96					
33.41					
33.9					
34.16					
34.1					
33.54					
33.19					
33.43					
33.43					
33.46					
33.76					
33.98					
34.69					
34.65					
34.69					
34.67					
34.48					
34.53					
35.25					
34.84					
34.75					
34.12					
34.04					
33.27					
32.7					
32.32					
32.32					
32.34					
32.53					
32.46					
31.89					
32.3					
32.31					
32.66					
32.67					
32.63					
32.57					
32.86					
32.91					
33.06					
33.45					
33.72					
33.53					
33.86					
33.4					
33.48					
33.43					
33					
32.05					
32.07					
32.08					
31.59					
30.78					
30.53					
30.37					
30.73					
30.72					
31.02					
30.73					
30.51					
30.63					
30.68					
30.77					
30.53					
30.29					
29.89					
30.1					
29.88					
29.65					
29.36					
29.47					
30.03					
30.16					
29.86					
30.62					
30.4					
30.72					
30.69					
30.83					
30.91					
30.52					
30.49					
31.1					
31.6					
31.12					
30.47					
29.84					
30.12					
30.35					
30.55					
30.47					
30.73					
30.72					
30.41					
30.39					
30.92					
31.18					
31.27					
30.47					
30.71					
31.11					
31.13					
30.51					
29.85					
29.88					
29.92					
29.78					
29.46					
28.7					
28.65					
28.73					
29.37					
29.39					
29.65					
30.32					
29.81					
30.35					
30.77					
30.22					
30.47					
31.1					
31.2					
31.99					
32.25					
31.57					
30.78					
30.88					
30.72					
30.38					
30.49					
31.04					
31.22					
30.84					
30.78					
31.12					
30.07					
30.24					
31.12					
31.33					
30.88					
30.37					
30.41					
30.69					
30.27					
29.45					
29.6					
29.44					
29.25					
28.99					
28.7					
29.15					
28.59					
28.13					
28.19					
28.41					
28.66					
28.66					
28.32					
27.52					
26.73					
26.75					
26.98					
26.91					
27.24					
27.16					
27.37					
27.8					
27.39					
27.85					
27.72					
27.45					
26.47					
26.83					
26.55					
26.9					
27.5					
27.61					
27.95					
27.63					
27.46					
26.94					
26.41					
26.89					
27.65					
26.81					
25.96					
26.05					
25.45					
23.59					
22					
20.81					
20.71					
20.62					
20.7					
20.68					
20.54					
20.62					
20.67					
20.74					
20.76					
20.66					
20.74					
20.6					
20.97					
21.25					
20.45					
20.83					
21.11					
21.11					
20.71					
20.06					
19.75					
19.18					
19.36					
19.54					
19.55					
19.24					
19.16					
19.28					
19.44					
19.28					
19.12					
19.19					
19.63					
19.8					
19.65					
19.68					
19.75					
19.66					
19.37					
19.5					
19.29					
19.29					
19.46					
19.53					
19.75					
19.56					
19.82					
20.16					
20.14					
20.38					
20.69					
20.67					
20.05					
20.27					
19.74					
19.47					
19.65					
19.58					
19.62					
19.1					
18.73					
18.77					
18.89					
18.96					
18.16					
17.17					
17.12					
16.92					
16.87					
17.06					
17.16					
17.19					
17.01					
17.03					
17.05					
16.88					
17.12					
17.02					
16.17					
15.86					
15.89					
15.95					
15.97					
15.88					
16.59					
16.31					
16.55					
16.44					
16.67					
16.75					
16.74					
17.36					
17.33					
17.18					
17.6					
17.57					
17.55					
17.42					
17.05					
17.15					
17.19					
16.98					
16.77					
16.99					
17.05					
17.05					
16.94					
16.85					
17.27					
17.42					
17.86					
17.63					
17.47					
17.23					
17.54					
17.51					
17.85					
17.73					
17.5					
17.45					
17.37					
17.6					
18.02					
18.19					
17.99					
17.13					
17.13					
16.94					
16.87					
16.16					
15.77					
15.85					
15.85					
15.75					
15.84					
15.63					
15.83					
15.75					
15.85					
15.52					
15.34					
15.31					
15.35					
15.7					
15.61					
15.71					
16.09					
16.31					
16.25					
16.32					
16.16					
16.05					
15.74					
15.79					
15.93					
14.91					
14.76					
14.16					
13.97					
13.74					
13.58					
13.26					
13.13					
13.21					
13.34					
13.34					
13.16					
13.17					
13.32					
13.4					
13.19					
12.96					
13.03					
12.85					
12.61					
12.49					
12.74					
13.41					
13.16					
13.75					
13.48					
13.53					
12.93					
12.83					
12.54					
12.67					
12.55					
12.54					
12.44					
12.51					
12.07					
12.23					
13.17					
12.87					
12.39					
12.58					
13.44					
13.87					
