"Date","Price","Open","High","Low","Vol.","Change %"
"05/14/2017","12,952.38","12,909.16","13,081.96","12,860.02","1.38B","0.35%"
"05/07/2017","12,906.98","12,711.55","13,047.63","12,665.49","1.37B","1.55%"
"04/30/2017","12,709.93","12,523.88","12,722.08","12,345.33","556.52M","1.47%"
"04/23/2017","12,525.69","12,906.62","12,906.62","12,523.98","564.30M","-2.95%"
"04/16/2017","12,905.85","12,969.12","13,129.84","12,883.30","372.22M","-0.47%"
"04/09/2017","12,967.38","13,098.54","13,099.94","12,832.86","638.61M","-1.00%"
"04/02/2017","13,098.54","12,994.80","13,407.12","12,912.27","880.67M","0.80%"
"03/26/2017","12,994.80","13,035.56","13,129.26","12,938.11","898.04M","-0.29%"
"03/19/2017","13,032.06","13,068.62","13,190.01","12,848.53","1.22B","0.37%"
"03/12/2017","12,983.99","12,853.91","13,020.84","12,737.51","965.95M","1.02%"
"03/05/2017","12,853.27","12,312.23","12,904.51","12,312.23","1.06B","4.41%"
"02/26/2017","12,310.49","12,270.38","12,410.25","11,844.50","937.21M","0.57%"
"02/19/2017","12,240.53","12,651.97","12,714.68","12,211.21","1.37B","-3.25%"
"02/12/2017","12,651.97","13,118.23","13,139.06","12,300.07","852.53M","-3.53%"
"02/05/2017","13,114.86","12,807.73","13,411.32","12,807.73","1.08B","2.41%"
"01/29/2017","12,806.07","13,105.36","13,223.41","12,578.22","1.41B","-2.18%"
"01/22/2017","13,091.05","12,809.78","13,092.27","12,629.70","1.10B","2.22%"
"01/15/2017","12,806.77","13,247.15","13,544.42","12,806.77","2.43B","-3.15%"
"01/08/2017","13,223.90","12,878.90","13,235.03","12,739.79","2.49B","3.12%"
"01/01/2017","12,824.32","12,326.70","12,826.25","12,290.60","1.84B","3.88%"
"12/25/2016","12,344.89","12,399.15","12,411.15","12,181.98","1.79B","-0.61%"
"12/18/2016","12,420.30","11,381.53","12,534.00","11,381.53","2.61B","9.66%"
"12/11/2016","11,326.03","11,304.75","11,529.05","11,210.80","1.27B","0.25%"
