Price
4.5
4.02
3.4
3.4
4
5
5
5
5
5
5
5
4.7
4.5
4.5
4.5
4.5
4.5
4.5
4.1
4.1
4.5
4.61
4.85
5.1
5.3
5.55
5.82
6.1
6.4
6.71
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
7.4
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
8.3
8
8
8
8
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
9
